S&P 500 High Tracker Snapshot
Data Date: 2025-12-26
Generated: 2026-01-31 08:58:40 UTC
Total stocks: 503
================================================================================

| Ticker   | Name                            |   Price |   Market Cap (B) |   52W High |   % From 52W High |   All-Time High |   % From ATH | At 52W High   | At ATH   |
| RVTY     | Revvity, Inc.                   |   96.69 |            12.63 |     127.93 |            -24.42 |          201.11 |       -51.92 | False         | False    |
| TECH     | Bio-Techne Corp                 |   59.22 |             9.99 |      78.83 |            -24.88 |          133.47 |       -55.63 | False         | False    |
| CF       | CF Industries Holdings, Inc.    |   77.45 |            15.10 |     103.22 |            -24.97 |          111.10 |       -30.29 | False         | False    |
| AJG      | Arthur J. Gallagher & Co.       |  261.48 |            64.08 |     348.85 |            -25.04 |          348.85 |       -25.04 | False         | False    |
| CHD      | Church & Dwight Company, Inc.   |   85.39 |            23.45 |     115.32 |            -25.95 |          115.32 |       -25.95 | False         | False    |
| SBUX     | Starbucks Corporation           |   85.08 |           104.76 |     115.04 |            -26.05 |          115.04 |       -26.05 | False         | False    |
| APD      | Air Products and Chemicals, Inc |  245.63 |            60.66 |     332.28 |            -26.08 |          332.28 |       -26.08 | False         | False    |
| TAP      | Molson Coors Beverage Company   |   46.42 |             9.50 |      62.82 |            -26.10 |           88.81 |       -47.73 | False         | False    |
| VST      | Vistra Corp.                    |  161.67 |            53.65 |     219.51 |            -26.35 |          219.51 |       -26.35 | False         | False    |
| TMUS     | T-Mobile US, Inc.               |  201.00 |           221.94 |     273.15 |            -26.41 |          273.15 |       -26.41 | False         | False    |
| SNPS     | Synopsys, Inc.                  |  477.14 |            88.98 |     651.73 |            -26.79 |          651.73 |       -26.79 | False         | False    |
| LEN      | Lennar Corporation              |  104.90 |            27.01 |     143.63 |            -26.96 |          183.95 |       -42.97 | False         | False    |
| CRM      | Salesforce, Inc.                |  266.08 |           202.10 |     364.71 |            -27.04 |          366.19 |       -27.34 | False         | False    |
| DXCM     | DexCom, Inc.                    |   67.57 |            28.64 |      93.25 |            -27.54 |          164.86 |       -59.01 | False         | False    |
| LII      | Lennox International, Inc.      |  496.85 |            17.36 |     685.91 |            -27.56 |          685.91 |       -27.56 | False         | False    |
| GIS      | General Mills, Inc.             |   46.40 |            24.68 |      64.14 |            -27.66 |           81.29 |       -42.93 | False         | False    |
| PAYX     | Paychex, Inc.                   |  113.01 |            37.02 |     156.86 |            -27.95 |          156.86 |       -27.95 | False         | False    |
| ZTS      | Zoetis Inc.                     |  125.69 |            55.32 |     174.86 |            -28.12 |          238.61 |       -47.32 | False         | False    |
| TGT      | Target Corporation              |   99.55 |            47.93 |     138.95 |            -28.36 |          236.52 |       -57.91 | False         | False    |
| FTNT     | Fortinet, Inc.                  |   81.56 |            62.27 |     114.82 |            -28.97 |          114.82 |       -28.97 | False         | False    |
| SW       | Smurfit WestRock plc            |   38.74 |            21.74 |      54.55 |            -28.98 |           55.46 |       -30.15 | False         | False    |
| GPN      | Global Payments Inc.            |   80.35 |            20.09 |     113.83 |            -29.41 |          211.60 |       -62.03 | False         | False    |
| NFLX     | Netflix, Inc.                   |   94.47 |           354.16 |     134.12 |            -29.56 |          134.12 |       -29.56 | False         | False    |
| KVUE     | Kenvue Inc.                     |   17.19 |            33.34 |      24.41 |            -29.57 |           25.18 |       -31.74 | False         | False    |
| XYZ      | Block, Inc.                     |   66.27 |            36.84 |      94.25 |            -29.69 |          289.23 |       -77.09 | False         | False    |
| SWKS     | Skyworks Solutions, Inc.        |   64.21 |             8.36 |      91.61 |            -29.91 |          179.75 |       -64.28 | False         | False    |
| TYL      | Tyler Technologies, Inc.        |  461.06 |            15.98 |     661.31 |            -30.28 |          661.31 |       -30.28 | False         | False    |
| KMB      | Kimberly-Clark Corporation      |  101.00 |            33.19 |     145.82 |            -30.74 |          145.82 |       -30.74 | False         | False    |
| GNRC     | Generac Holdlings Inc.          |  140.56 |             9.86 |     203.25 |            -30.84 |          524.31 |       -73.19 | False         | False    |
| OKE      | ONEOK, Inc.                     |   72.85 |            49.87 |     105.47 |            -30.93 |          112.17 |       -35.05 | False         | False    |
| IP       | International Paper Company     |   39.89 |            21.29 |      57.79 |            -30.98 |           57.99 |       -31.22 | False         | False    |
| HPQ      | HP Inc.                         |   23.26 |            18.17 |      33.78 |            -31.15 |           37.80 |       -38.46 | False         | False    |
| CSGP     | CoStar Group, Inc.              |   67.01 |            26.07 |      97.43 |            -31.22 |          101.05 |       -33.69 | False         | False    |
| ACN      | Accenture plc                   |  271.09 |           163.49 |     394.41 |            -31.27 |          394.41 |       -31.27 | False         | False    |
| VRSK     | Verisk Analytics, Inc.          |  220.34 |            30.38 |     321.24 |            -31.41 |          321.24 |       -31.41 | False         | False    |
| DDOG     | Datadog, Inc.                   |  138.32 |            45.35 |     201.69 |            -31.42 |          201.69 |       -31.42 | False         | False    |
| BF-B     | Brown Forman Inc                |   26.19 |            12.68 |      38.74 |            -32.39 |           75.38 |       -65.25 | False         | False    |
| ALGN     | Align Technology, Inc.          |  158.37 |            11.82 |     237.23 |            -33.24 |          737.45 |       -78.52 | False         | False    |
| CPB      | The Campbell's Company          |   27.73 |             8.34 |      41.73 |            -33.55 |           51.14 |       -45.77 | False         | False    |
| CARR     | Carrier Global Corporation      |   53.36 |            50.70 |      80.43 |            -33.66 |           81.65 |       -34.64 | False         | False    |
| AXON     | Axon Enterprise, Inc.           |  583.84 |            38.41 |     885.92 |            -34.10 |          885.92 |       -34.10 | False         | False    |
| PSKY     | Paramount Skydance Corporation  |   13.59 |            12.37 |      20.78 |            -34.60 |           90.92 |       -85.05 | False         | False    |
| MOS      | Mosaic Company (The)            |   24.31 |             8.73 |      37.63 |            -35.39 |          119.76 |       -79.70 | False         | False    |
| BRO      | Brown & Brown, Inc.             |   80.78 |            24.62 |     125.05 |            -35.40 |          125.05 |       -35.40 | False         | False    |
| PYPL     | PayPal Holdings, Inc.           |   59.97 |            50.34 |      93.03 |            -35.54 |          309.44 |       -80.62 | False         | False    |
| NOW      | ServiceNow, Inc.                |  153.89 |           123.46 |     239.62 |            -35.78 |          239.62 |       -35.78 | False         | False    |
| MRNA     | Moderna, Inc.                   |   31.20 |            17.22 |      48.92 |            -36.22 |          497.49 |       -93.73 | False         | False    |
| CAG      | ConAgra Brands, Inc.            |   16.91 |             8.85 |      26.52 |            -36.26 |           34.70 |       -51.27 | False         | False    |
| CDW      | CDW Corporation                 |  139.71 |            16.56 |     219.61 |            -36.38 |          257.18 |       -45.68 | False         | False    |
| DVA      | DaVita Inc.                     |  113.98 |             7.82 |     179.60 |            -36.54 |          179.60 |       -36.54 | False         | False    |
| POOL     | Pool Corporation                |  232.49 |             9.48 |     368.69 |            -36.94 |          552.98 |       -57.96 | False         | False    |
| LW       | Lamb Weston Holdings, Inc.      |   41.80 |             6.40 |      66.32 |            -36.97 |          110.73 |       -62.25 | False         | False    |
| ERIE     | Erie Indemnity Company          |  280.93 |            14.80 |     449.25 |            -37.47 |          534.74 |       -47.46 | False         | False    |
| STZ      | Constellation Brands, Inc.      |  138.51 |            27.28 |     221.78 |            -37.55 |          263.04 |       -47.34 | False         | False    |
| CLX      | Clorox Company (The)            |   97.45 |            13.76 |     156.73 |            -37.82 |          201.55 |       -51.65 | False         | False    |
| CPRT     | Copart, Inc.                    |   39.30 |            39.28 |      63.85 |            -38.45 |           64.38 |       -38.96 | False         | False    |
| CMG      | Chipotle Mexican Grill, Inc.    |   37.81 |            52.12 |      62.11 |            -39.12 |           69.26 |       -45.41 | False         | False    |
| CNC      | Centene Corporation             |   40.51 |            21.29 |      66.81 |            -39.37 |           98.53 |       -58.89 | False         | False    |
| PAYC     | Paycom Software, Inc.           |  160.41 |             7.58 |     266.71 |            -39.86 |          547.87 |       -70.72 | False         | False    |
| FDS      | FactSet Research Systems Inc.   |  292.13 |             9.52 |     487.33 |            -40.06 |          493.07 |       -40.75 | False         | False    |
| LYB      | LyondellBasell Industries NV    |   43.25 |            15.77 |      72.64 |            -40.46 |           93.28 |       -53.63 | False         | False    |
| BLDR     | Builders FirstSource, Inc.      |  103.99 |            12.65 |     175.12 |            -40.62 |          214.70 |       -51.56 | False         | False    |
| DOW      | Dow Inc.                        |   23.29 |            19.76 |      39.24 |            -40.65 |           57.91 |       -59.78 | False         | False    |
| TPL      | Texas Pacific Land Corporation  |  287.54 |            24.02 |     485.16 |            -40.73 |          585.53 |       -50.89 | False         | False    |
| GDDY     | GoDaddy Inc.                    |  127.07 |            13.92 |     216.00 |            -41.17 |          216.00 |       -41.17 | False         | False    |
| ZBRA     | Zebra Technologies Corporation  |  246.27 |            11.95 |     427.76 |            -42.43 |          615.00 |       -59.96 | False         | False    |
| ORCL     | Oracle Corporation              |  197.47 |           472.86 |     344.21 |            -42.63 |          344.21 |       -42.63 | False         | False    |
| UNH      | UnitedHealth Group Incorporated |  331.83 |           259.91 |     594.32 |            -44.17 |          613.22 |       -45.89 | False         | False    |
| COIN     | Coinbase Global, Inc. - 3       |  236.90 |            52.51 |     444.65 |            -46.72 |          444.65 |       -46.72 | False         | False    |
| BAX      | Baxter International Inc.       |   19.38 |            10.32 |      37.25 |            -47.97 |           84.80 |       -77.15 | False         | False    |
| LULU     | lululemon athletica inc.        |  208.97 |            20.69 |     423.32 |            -50.64 |          516.39 |       -59.53 | False         | False    |
| ARE      | Alexandria Real Estate Equities |   47.89 |             9.47 |      98.77 |            -51.51 |          187.41 |       -74.44 | False         | False    |
| CHTR     | Charter Communications, Inc.    |  207.16 |            26.67 |     437.06 |            -52.60 |          825.62 |       -74.91 | False         | False    |
| SMCI     | Super Micro Computer, Inc.      |   30.64 |            17.38 |      66.44 |            -53.88 |          122.90 |       -75.07 | False         | False    |
| DECK     | Deckers Outdoor Corporation     |  103.09 |            17.70 |     223.98 |            -53.97 |          223.98 |       -53.97 | False         | False    |
| MOH      | Molina Healthcare Inc           |  164.84 |             9.73 |     359.97 |            -54.21 |          423.92 |       -61.12 | False         | False    |
| IT       | Gartner, Inc.                   |  252.61 |            15.87 |     584.01 |            -56.75 |          584.01 |       -56.75 | False         | False    |
| TTD      | The Trade Desk, Inc.            |   38.31 |            14.83 |     127.59 |            -69.97 |          141.53 |       -72.93 | False         | False    |
| FISV     | Fiserv, Inc.                    |   67.50 |            34.64 |     238.59 |            -71.71 |          238.59 |       -71.71 | False         | False    |
=======
Generated: 2026-01-24 10:33:19 UTC
Total stocks: 503
================================================================================

| Ticker   | Name                            |   Price |   52W High |   % From 52W High |   All-Time High |   % From ATH | At 52W High   | At ATH   |
|----------|---------------------------------|---------|------------|-------------------|-----------------|--------------|---------------|----------|
| MNST     | Monster Beverage Corporation    |   82.00 |      82.19 |             -0.23 |           82.19 |        -0.23 | True          | True     |
| NEM      | Newmont Corporation             |  124.31 |     124.64 |             -0.26 |          124.64 |        -0.26 | True          | True     |
| GILD     | Gilead Sciences, Inc.           |  135.93 |     136.30 |             -0.27 |          136.30 |        -0.27 | True          | True     |
| BG       | Bunge Limited                   |  113.60 |     114.00 |             -0.35 |          115.54 |        -1.68 | True          | True     |
| EA       | Electronic Arts Inc.            |  204.00 |     204.89 |             -0.43 |          204.89 |        -0.43 | True          | True     |
| NOC      | Northrop Grumman Corporation    |  672.95 |     677.30 |             -0.64 |          677.30 |        -0.64 | True          | True     |
| XOM      | Exxon Mobil Corporation         |  134.97 |     135.98 |             -0.74 |          135.98 |        -0.74 | True          | True     |
| CBOE     | Cboe Global Markets, Inc.       |  276.39 |     278.50 |             -0.76 |          278.50 |        -0.76 | True          | True     |
| STLD     | Steel Dynamics, Inc.            |  181.32 |     182.81 |             -0.82 |          182.81 |        -0.82 | True          | True     |
| WMB      | Williams Companies, Inc. (The)  |   64.96 |      65.55 |             -0.90 |           65.15 |        -0.29 | True          | True     |
| LMT      | Lockheed Martin Corporation     |  590.82 |     596.23 |             -0.91 |          597.48 |        -1.11 | True          | True     |
| JNJ      | Johnson & Johnson               |  220.14 |     222.17 |             -0.91 |          222.17 |        -0.91 | True          | True     |
| ROL      | Rollins, Inc.                   |   62.91 |      63.56 |             -1.02 |           63.56 |        -1.02 | True          | True     |
| STX      | Seagate Technology Holdings PLC |  346.10 |     350.05 |             -1.13 |          350.05 |        -1.13 | True          | True     |
| IBKR     | Interactive Brokers Group, Inc. |   77.58 |      78.56 |             -1.25 |           78.56 |        -1.25 | True          | True     |
| ULTA     | Ulta Beauty, Inc.               |  686.12 |     695.34 |             -1.33 |          695.34 |        -1.33 | True          | True     |
| ECL      | Ecolab Inc.                     |  281.90 |     286.04 |             -1.45 |          284.56 |        -0.93 | True          | True     |
| AMGN     | Amgen Inc.                      |  344.75 |     349.98 |             -1.49 |          349.98 |        -1.49 | True          | True     |
| NDSN     | Nordson Corporation             |  271.28 |     275.43 |             -1.51 |          275.43 |        -1.51 | True          | True     |
| CVX      | Chevron Corporation             |  166.72 |     169.37 |             -1.56 |          169.37 |        -1.56 | True          | True     |
| PFG      | Principal Financial Group Inc   |   91.21 |      92.69 |             -1.60 |           92.69 |        -1.60 | True          | True     |
| AME      | AMETEK, Inc.                    |  220.74 |     224.37 |             -1.62 |          224.37 |        -1.62 | True          | True     |
| SNA      | Snap-On Incorporated            |  369.10 |     375.17 |             -1.62 |          375.17 |        -1.62 | True          | True     |
| LOW      | Lowe's Companies, Inc.          |  276.73 |     281.36 |             -1.65 |          281.36 |        -1.65 | True          | True     |
| GD       | General Dynamics Corporation    |  363.27 |     369.70 |             -1.74 |          369.70 |        -1.74 | True          | True     |
| DD       | DuPont de Nemours, Inc.         |   44.14 |      44.96 |             -1.82 |           44.96 |        -1.82 | True          | True     |
| LHX      | L3Harris Technologies, Inc.     |  354.73 |     361.59 |             -1.90 |          361.59 |        -1.90 | True          | True     |
| CHRW     | C.H. Robinson Worldwide, Inc.   |  176.66 |     180.21 |             -1.97 |          180.21 |        -1.97 | True          | True     |
| HOLX     | Hologic, Inc.                   |   75.05 |      75.34 |             -0.38 |           87.88 |       -14.60 | True          | False    |
| HAS      | Hasbro, Inc.                    |   88.68 |      89.20 |             -0.58 |           99.25 |       -10.65 | True          | False    |
| NUE      | Nucor Corporation               |  181.65 |     183.00 |             -0.74 |          197.39 |        -7.97 | True          | False    |
| BA       | Boeing Company (The)            |  252.15 |     254.14 |             -0.78 |          435.56 |       -42.11 | True          | False    |
| ADM      | Archer-Daniels-Midland Company  |   67.51 |      68.06 |             -0.81 |           89.08 |       -24.22 | True          | False    |
| ALB      | Albemarle Corporation           |  189.51 |     191.97 |             -1.28 |          319.45 |       -40.68 | True          | False    |
| DVN      | Devon Energy Corporation        |   38.64 |      39.19 |             -1.40 |           80.38 |       -51.93 | True          | False    |
| O        | Realty Income Corporation       |   60.74 |      61.95 |             -1.95 |           62.41 |        -2.68 | True          | False    |
| KO       | Coca-Cola Company (The)         |   72.88 |      74.38 |             -2.02 |           73.06 |        -0.25 | False         | True     |
| CME      | CME Group Inc.                  |  282.74 |     290.79 |             -2.77 |          286.76 |        -1.40 | False         | True     |
| HON      | Honeywell International Inc.    |  221.46 |     227.82 |             -2.79 |          225.29 |        -1.70 | False         | True     |
| PNW      | Pinnacle West Capital Corporati |   92.17 |      96.50 |             -4.49 |           94.01 |        -1.96 | False         | True     |
| KMI      | Kinder Morgan, Inc.             |   29.57 |      30.18 |             -2.02 |           30.18 |        -2.02 | False         | False    |
| PCAR     | PACCAR Inc.                     |  122.00 |     124.53 |             -2.03 |          124.53 |        -2.03 | False         | False    |
| TXT      | Textron Inc.                    |   95.00 |      96.98 |             -2.04 |           97.17 |        -2.24 | False         | False    |
| VTRS     | Viatris Inc.                    |   13.21 |      13.49 |             -2.08 |           62.69 |       -78.93 | False         | False    |
| EL       | Estee Lauder Companies, Inc. (T |  117.69 |     120.27 |             -2.15 |          350.69 |       -66.44 | False         | False    |
| USB      | U.S. Bancorp                    |   55.47 |      56.70 |             -2.17 |           56.70 |        -2.17 | False         | False    |
| CBRE     | CBRE Group Inc                  |  169.23 |     173.05 |             -2.21 |          173.05 |        -2.21 | False         | False    |
| CSX      | CSX Corporation                 |   36.64 |      37.55 |             -2.42 |           38.95 |        -5.94 | False         | False    |
| JBHT     | J.B. Hunt Transport Services, I |  206.75 |     212.00 |             -2.48 |          215.39 |        -4.01 | False         | False    |
| HUBB     | Hubbell Inc                     |  485.53 |     497.95 |             -2.49 |          497.95 |        -2.49 | False         | False    |
| WAB      | Westinghouse Air Brake Technolo |  230.11 |     236.00 |             -2.50 |          236.00 |        -2.50 | False         | False    |
| BKR      | Baker Hughes Company            |   53.92 |      55.31 |             -2.51 |           55.31 |        -2.51 | False         | False    |
| CVS      | CVS Health Corporation          |   83.01 |      85.15 |             -2.51 |           96.73 |       -14.19 | False         | False    |
| ADI      | Analog Devices, Inc.            |  305.60 |     313.54 |             -2.53 |          313.54 |        -2.53 | False         | False    |
| HLT      | Hilton Worldwide Holdings Inc.  |  298.11 |     306.28 |             -2.67 |          306.28 |        -2.67 | False         | False    |
| EMR      | Emerson Electric Company        |  147.68 |     151.74 |             -2.68 |          151.74 |        -2.68 | False         | False    |
| CMI      | Cummins Inc.                    |  571.78 |     587.55 |             -2.68 |          587.55 |        -2.68 | False         | False    |
| ROK      | Rockwell Automation, Inc.       |  417.84 |     429.58 |             -2.73 |          429.58 |        -2.73 | False         | False    |
| PH       | Parker-Hannifin Corporation     |  927.99 |     954.30 |             -2.76 |          954.30 |        -2.76 | False         | False    |
| FCX      | Freeport-McMoRan, Inc.          |   60.41 |      62.13 |             -2.77 |           62.13 |        -2.77 | False         | False    |
| AMD      | Advanced Micro Devices, Inc.    |  259.68 |     267.08 |             -2.77 |          267.08 |        -2.77 | False         | False    |
| CVNA     | Carvana Co.                     |  473.31 |     486.89 |             -2.79 |          486.89 |        -2.79 | False         | False    |
| TMO      | Thermo Fisher Scientific Inc    |  625.98 |     643.99 |             -2.80 |          664.90 |        -5.85 | False         | False    |
| SPG      | Simon Property Group, Inc.      |  184.73 |     190.14 |             -2.85 |          189.05 |        -2.29 | False         | False    |
| MLM      | Martin Marietta Materials, Inc. |  649.48 |     668.83 |             -2.89 |          668.83 |        -2.89 | False         | False    |
| EIX      | Edison International            |   60.77 |      62.62 |             -2.95 |           82.53 |       -26.36 | False         | False    |
| PWR      | Quanta Services, Inc.           |  468.76 |     483.29 |             -3.01 |          483.29 |        -3.01 | False         | False    |
| MU       | Micron Technology, Inc.         |  399.65 |     412.43 |             -3.10 |          412.43 |        -3.10 | False         | False    |
| HII      | Huntington Ingalls Industries,  |  418.58 |     432.00 |             -3.11 |          432.00 |        -3.11 | False         | False    |
| NEE      | NextEra Energy, Inc.            |   84.81 |      87.53 |             -3.11 |           86.94 |        -2.45 | False         | False    |
| HST      | Host Hotels & Resorts, Inc.     |   18.70 |      19.30 |             -3.11 |           19.30 |        -3.11 | False         | False    |
| TDY      | Teledyne Technologies Incorpora |  610.66 |     630.76 |             -3.19 |          630.76 |        -3.19 | False         | False    |
| AMAT     | Applied Materials, Inc.         |  322.38 |     333.03 |             -3.20 |          333.03 |        -3.20 | False         | False    |
| WMT      | Walmart Inc.                    |  117.73 |     121.62 |             -3.20 |          121.62 |        -3.20 | False         | False    |
| EXPD     | Expeditors International of Was |  159.21 |     164.48 |             -3.20 |          164.48 |        -3.20 | False         | False    |
| KEYS     | Keysight Technologies Inc.      |  212.94 |     220.12 |             -3.26 |          220.12 |        -3.26 | False         | False    |
| ROST     | Ross Stores, Inc.               |  188.55 |     194.92 |             -3.27 |          194.92 |        -3.27 | False         | False    |
| NI       | NiSource Inc                    |   43.41 |      44.88 |             -3.28 |           44.58 |        -2.63 | False         | False    |
| CAH      | Cardinal Health, Inc.           |  208.33 |     215.48 |             -3.32 |          215.48 |        -3.32 | False         | False    |
| RL       | Ralph Lauren Corporation        |  367.37 |     380.00 |             -3.32 |          379.04 |        -3.08 | False         | False    |
| FE       | FirstEnergy Corp.               |   46.56 |      48.20 |             -3.40 |           47.73 |        -2.46 | False         | False    |
| SCHW     | Charles Schwab Corporation (The |  102.18 |     105.81 |             -3.43 |          105.81 |        -3.43 | False         | False    |
| MAR      | Marriott International          |  319.70 |     331.09 |             -3.44 |          331.09 |        -3.44 | False         | False    |
| GLW      | Corning Incorporated            |   93.30 |      96.64 |             -3.46 |           96.64 |        -3.46 | False         | False    |
| RTX      | RTX Corporation                 |  195.93 |     203.03 |             -3.50 |          203.03 |        -3.50 | False         | False    |
| BEN      | Franklin Resources, Inc.        |   25.31 |      26.25 |             -3.58 |           35.73 |       -29.16 | False         | False    |
| DE       | Deere & Company                 |  514.43 |     533.78 |             -3.63 |          532.61 |        -3.41 | False         | False    |
| PSX      | Phillips 66                     |  141.54 |     146.88 |             -3.64 |          163.64 |       -13.50 | False         | False    |
| NDAQ     | Nasdaq, Inc.                    |   98.05 |     101.79 |             -3.67 |          101.79 |        -3.67 | False         | False    |
| STE      | STERIS plc (Ireland)            |  259.52 |     269.44 |             -3.68 |          269.44 |        -3.68 | False         | False    |
| PNC      | PNC Financial Services Group, I |  219.39 |     227.78 |             -3.68 |          227.78 |        -3.68 | False         | False    |
| GOOGL    | Alphabet Inc.                   |  327.93 |     340.49 |             -3.69 |          340.49 |        -3.69 | False         | False    |
| VLO      | Valero Energy Corporation       |  187.09 |     194.35 |             -3.74 |          194.35 |        -3.74 | False         | False    |
| GOOG     | Alphabet Inc.                   |  328.43 |     341.20 |             -3.74 |          341.20 |        -3.74 | False         | False    |
| MTB      | M&T Bank Corporation            |  213.82 |     222.18 |             -3.76 |          222.18 |        -3.76 | False         | False    |
| TFC      | Truist Financial Corporation    |   49.57 |      51.52 |             -3.78 |           56.29 |       -11.94 | False         | False    |
| FOX      | Fox Corporation                 |   65.53 |      68.18 |             -3.88 |           68.18 |        -3.88 | False         | False    |
| TJX      | TJX Companies, Inc. (The)       |  153.24 |     159.48 |             -3.91 |          159.48 |        -3.91 | False         | False    |
| CRL      | Charles River Laboratories Inte |  219.61 |     228.88 |             -4.05 |          460.21 |       -52.28 | False         | False    |
| TER      | Teradyne, Inc.                  |  229.18 |     238.92 |             -4.08 |          238.92 |        -4.08 | False         | False    |
| GPC      | Genuine Parts Company           |  137.63 |     143.48 |             -4.08 |          172.26 |       -20.11 | False         | False    |
| IVZ      | Invesco Ltd                     |   28.40 |      29.61 |             -4.09 |           29.61 |        -4.09 | False         | False    |
| AEE      | Ameren Corporation              |  102.32 |     106.73 |             -4.13 |          105.97 |        -3.44 | False         | False    |
| APH      | Amphenol Corporation            |  150.99 |     157.54 |             -4.16 |          157.54 |        -4.16 | False         | False    |
| MCO      | Moody's Corporation             |  524.04 |     546.88 |             -4.18 |          546.88 |        -4.18 | False         | False    |
| MRK      | Merck & Company, Inc.           |  108.18 |     112.90 |             -4.18 |          127.87 |       -15.40 | False         | False    |
| LNT      | Alliant Energy Corporation      |   66.83 |      69.75 |             -4.19 |           69.59 |        -3.97 | False         | False    |
| TSN      | Tyson Foods, Inc.               |   61.66 |      64.36 |             -4.20 |           88.63 |       -30.43 | False         | False    |
| VMC      | Vulcan Materials Company (Holdi |  300.07 |     313.37 |             -4.24 |          313.37 |        -4.24 | False         | False    |
| CNP      | CenterPoint Energy, Inc (Holdin |   38.78 |      40.50 |             -4.25 |           40.28 |        -3.71 | False         | False    |
| AIZ      | Assurant, Inc.                  |  233.39 |     243.76 |             -4.25 |          243.76 |        -4.25 | False         | False    |
| KLAC     | KLA Corporation                 | 1512.78 |    1581.34 |             -4.34 |         1581.34 |        -4.34 | False         | False    |
| KEY      | KeyCorp                         |   21.10 |      22.07 |             -4.40 |           22.12 |        -4.60 | False         | False    |
| TPR      | Tapestry, Inc.                  |  130.04 |     136.04 |             -4.41 |          136.04 |        -4.41 | False         | False    |
| CAT      | Caterpillar, Inc.               |  626.62 |     655.78 |             -4.45 |          655.78 |        -4.45 | False         | False    |
| HAL      | Halliburton Company             |   33.95 |      35.55 |             -4.50 |           59.79 |       -43.22 | False         | False    |
| AVY      | Avery Dennison Corporation      |  187.43 |     196.41 |             -4.57 |          226.70 |       -17.32 | False         | False    |
| EVRG     | Evergy, Inc.                    |   75.69 |      79.32 |             -4.58 |           78.59 |        -3.69 | False         | False    |
| FDX      | FedEx Corporation               |  304.21 |     318.83 |             -4.59 |          318.83 |        -4.59 | False         | False    |
| FOXA     | Fox Corporation                 |   72.88 |      76.39 |             -4.59 |           76.39 |        -4.59 | False         | False    |
| WDC      | Western Digital Corporation     |  236.39 |     247.94 |             -4.66 |          247.94 |        -4.66 | False         | False    |
| WBD      | Warner Bros. Discovery, Inc. -  |   28.58 |      30.00 |             -4.73 |           78.14 |       -63.42 | False         | False    |
| IQV      | IQVIA Holdings, Inc.            |  235.31 |     247.05 |             -4.75 |          285.61 |       -17.61 | False         | False    |
| ACGL     | Arch Capital Group Ltd.         |   92.96 |      97.60 |             -4.75 |          110.75 |       -16.06 | False         | False    |
| FIX      | Comfort Systems USA, Inc.       | 1121.44 |    1177.87 |             -4.79 |         1177.87 |        -4.79 | False         | False    |
| EW       | Edwards Lifesciences Corporatio |   83.66 |      87.89 |             -4.81 |          131.73 |       -36.49 | False         | False    |
| FITB     | Fifth Third Bancorp             |   50.74 |      53.33 |             -4.86 |           53.33 |        -4.86 | False         | False    |
| RJF      | Raymond James Financial, Inc.   |  169.03 |     177.66 |             -4.86 |          176.55 |        -4.26 | False         | False    |
| BALL     | Ball Corporation                |   57.36 |      60.29 |             -4.86 |           96.39 |       -40.49 | False         | False    |
| SLB      | SLB Limited                     |   49.15 |      51.67 |             -4.88 |           86.48 |       -43.17 | False         | False    |
| NSC      | Norfolk Southern Corporation    |  287.41 |     302.24 |             -4.91 |          300.79 |        -4.45 | False         | False    |
| CFG      | Citizens Financial Group, Inc.  |   62.64 |      65.88 |             -4.92 |           65.88 |        -4.92 | False         | False    |
| CB       | Chubb Limited                   |  300.91 |     316.94 |             -5.06 |          316.94 |        -5.06 | False         | False    |
| DG       | Dollar General Corporation      |  146.92 |     154.75 |             -5.06 |          245.55 |       -40.17 | False         | False    |
| MDT      | Medtronic plc.                  |  100.88 |     106.33 |             -5.13 |          119.06 |       -15.27 | False         | False    |
| D        | Dominion Energy, Inc.           |   59.60 |      62.87 |             -5.20 |           74.37 |       -19.86 | False         | False    |
| MCD      | McDonald's Corporation          |  309.25 |     326.32 |             -5.23 |          321.79 |        -3.90 | False         | False    |
| HWM      | Howmet Aerospace Inc.           |  214.89 |     226.87 |             -5.28 |          226.87 |        -5.28 | False         | False    |
| HSY      | The Hershey Company             |  191.20 |     201.86 |             -5.28 |          256.47 |       -25.45 | False         | False    |
| MPWR     | Monolithic Power Systems, Inc.  | 1063.74 |    1123.38 |             -5.31 |         1121.48 |        -5.15 | False         | False    |
| PPL      | PPL Corporation                 |   36.21 |      38.27 |             -5.38 |           37.96 |        -4.61 | False         | False    |
| ETR      | Entergy Corporation             |   93.19 |      98.58 |             -5.47 |           97.93 |        -4.84 | False         | False    |
| WM       | Waste Management, Inc.          |  229.23 |     242.58 |             -5.50 |          239.91 |        -4.45 | False         | False    |
| JKHY     | Jack Henry & Associates, Inc.   |  185.11 |     196.00 |             -5.56 |          203.32 |        -8.96 | False         | False    |
| PNR      | Pentair plc.                    |  107.55 |     113.95 |             -5.62 |          113.41 |        -5.17 | False         | False    |
| NTRS     | Northern Trust Corporation      |  148.63 |     157.60 |             -5.69 |          157.60 |        -5.69 | False         | False    |
| ON       | ON Semiconductor Corporation    |   61.98 |      65.77 |             -5.76 |          111.35 |       -44.34 | False         | False    |
| PLD      | Prologis, Inc.                  |  127.15 |     134.94 |             -5.77 |          155.57 |       -18.27 | False         | False    |
| JBL      | Jabil Inc.                      |  243.14 |     258.05 |             -5.78 |          258.05 |        -5.78 | False         | False    |
